,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
6553,2,1.0,1.0,1.0,45.0,1,14,1
1892,2,1.0,1.0,1.0,75.0,3,30,1
4950,7,2.0,1.0,4.0,105.0,1,1125,288
2435,6,3.0,1.0,4.0,400.0,1,1125,240
6998,2,1.0,1.0,1.0,135.0,1,1125,134
2108,4,1.0,1.0,3.0,115.0,2,21,115
5894,4,2.0,2.0,3.0,120.0,3,1125,0
4545,6,3.0,1.0,3.0,190.0,5,365,0
7535,2,1.0,1.0,2.0,70.0,25,1125,48
5287,2,1.0,1.0,1.0,75.0,2,10,20
7906,2,1.0,1.0,1.0,120.0,1,1125,22
1183,6,3.0,3.0,3.0,210.0,4,60,14
2534,1,1.0,1.0,1.0,40.0,3,1124,27
5881,1,1.0,1.0,1.0,44.0,4,25,6
3868,2,1.0,1.0,1.0,90.0,2,1125,87
39,2,1.0,1.0,1.0,110.0,2,1125,33
6555,2,1.0,1.0,0.0,49.0,30,305,229
7018,7,3.0,1.0,4.0,149.0,1,30,96
5913,3,2.0,1.0,2.0,150.0,5,30,0
5104,2,1.0,1.0,1.0,95.0,2,7,35
2496,5,2.0,1.0,0.0,180.0,5,60,41
191,2,1.0,1.0,1.0,69.0,3,30,299
118,5,2.0,1.5,2.0,150.0,4,305,45
554,4,1.0,1.0,0.0,95.0,1,1125,230
2461,4,2.0,1.0,3.0,86.0,4,1125,4
4475,4,1.0,1.0,2.0,99.0,2,1125,3
1522,3,1.0,1.0,2.0,180.0,7,78,13
5239,4,1.0,1.0,2.0,64.0,2,1125,4
4630,4,2.0,2.0,2.0,200.0,7,1125,8
4911,2,1.0,1.0,1.0,105.0,5,120,145
3800,2,1.0,1.0,1.0,148.0,2,186,175
2581,2,1.0,1.0,1.0,50.0,5,100,1
4647,2,0.0,1.0,1.0,67.0,2,1125,140
6273,2,1.0,1.0,1.0,70.0,1,1125,14
2597,5,1.0,1.0,2.0,120.0,3,1125,34
2451,2,1.0,1.0,1.0,90.0,2,5,12
5663,4,3.0,1.0,3.0,170.0,1,1125,0
5011,4,2.0,1.0,2.0,50.0,2,1125,4
5569,3,1.0,1.0,2.0,35.0,5,1125,2
7836,2,0.0,1.0,1.0,65.0,1,1125,0
188,7,3.0,1.0,3.0,130.0,3,730,113
180,4,2.0,1.0,2.0,100.0,7,150,195
3613,7,2.0,1.0,4.0,70.0,2,14,114
5263,4,1.0,1.0,2.0,70.0,3,1125,3
3077,2,1.0,1.0,1.0,65.0,2,1125,20
590,2,1.0,1.0,2.0,100.0,3,30,31
5060,3,1.0,1.0,1.0,43.0,4,30,4
4465,2,0.0,1.0,1.0,63.0,14,180,61
1138,2,1.0,1.0,1.0,55.0,3,14,13
2837,3,1.0,1.0,2.0,115.0,3,28,305
1070,2,1.0,1.5,1.0,120.0,2,10,23
1225,4,2.0,1.0,2.0,160.0,4,31,36
5646,4,2.0,2.0,3.0,420.0,3,1125,64
4652,3,1.0,1.0,2.0,78.0,7,1125,4
639,7,2.0,1.0,4.0,100.0,1,40,21
1246,4,1.0,1.0,2.0,90.0,3,20,23
4372,6,3.0,2.0,5.0,200.0,4,30,6
2535,4,2.0,1.5,2.0,160.0,5,30,19
6961,3,1.0,1.0,0.0,80.0,3,60,26
2710,2,1.0,1.0,1.0,93.0,15,200,49
5752,2,1.0,1.0,1.0,110.0,2,31,58
374,3,1.0,1.0,1.0,120.0,4,365,28
7686,2,1.0,4.5,1.0,80.0,3,1125,22
4885,7,3.0,2.0,4.0,360.0,7,1125,0
6371,4,2.0,1.0,2.0,110.0,2,1125,38
3158,7,2.0,1.5,3.0,133.0,7,1125,25
6356,3,1.0,1.0,3.0,79.0,2,1125,161
6259,4,1.0,1.0,1.0,85.0,1,1125,202
326,2,0.0,1.0,1.0,85.0,2,6,239
4022,2,1.0,1.0,1.0,55.0,3,15,5
3635,2,1.0,1.0,1.0,69.0,2,1125,56
5763,2,1.0,1.0,1.0,59.0,30,100,50
3882,2,1.0,1.0,1.0,130.0,4,200,23
7497,2,1.0,1.0,1.0,39.0,5,1125,52
1674,6,3.0,1.0,4.0,220.0,3,15,48
3459,4,1.0,1.5,3.0,120.0,3,14,0
5073,4,3.0,1.0,3.0,250.0,3,30,1
6061,2,0.0,1.0,1.0,58.0,5,1125,119
301,4,2.0,1.0,3.0,225.0,30,1125,2
2983,2,1.0,1.0,1.0,40.0,1,1125,0
1535,2,1.0,1.0,1.0,105.0,4,1125,76
1408,2,1.0,1.0,1.0,89.0,3,29,50
2982,3,1.0,1.0,1.0,80.0,3,15,29
266,2,1.0,1.0,2.0,56.0,5,150,2
975,5,1.0,1.0,0.0,70.0,2,365,20
3066,2,1.0,1.0,1.0,99.0,3,1125,3
4689,2,1.0,1.0,1.0,79.0,4,31,39
5864,4,1.0,1.0,2.0,85.0,5,30,12
2132,5,2.0,2.0,3.0,208.0,3,365,8
1071,2,1.0,1.0,1.0,95.0,3,15,9
7850,4,3.0,1.0,3.0,190.0,5,1125,0
6232,2,1.0,1.0,1.0,90.0,1,7,178
930,2,1.0,1.0,0.0,130.0,2,30,27
4331,2,1.0,1.0,1.0,50.0,4,18,29
6497,5,2.0,1.0,3.0,98.0,6,1125,1
4633,5,3.0,2.0,4.0,145.0,4,1125,30
4405,1,1.0,1.0,1.0,33.0,5,150,30
4148,2,1.0,1.0,1.0,35.0,1,24,3
7923,4,1.0,1.0,2.0,100.0,5,1125,0
7200,2,0.0,1.0,1.0,120.0,30,270,13
72,1,1.0,0.0,1.0,50.0,20,60,36
364,4,2.0,2.0,4.0,200.0,7,40,30
991,2,1.0,1.0,1.0,90.0,3,120,95
4217,2,0.0,1.0,1.0,50.0,2,1125,40
4664,2,1.0,1.0,1.0,34.0,1,1125,7
1143,4,1.0,1.0,1.0,105.0,4,1125,34
3581,2,1.0,1.5,1.0,150.0,7,1125,0
4845,3,2.0,1.0,4.0,85.0,58,270,20
6587,4,1.0,1.0,2.0,110.0,3,90,13
2823,4,1.0,1.0,2.0,76.0,3,1125,15
2839,2,1.0,1.0,1.0,49.0,1,30,319
6541,2,1.0,1.0,1.0,65.0,3,25,16
2636,2,0.0,1.0,1.0,49.0,2,60,16
5653,4,1.0,1.0,2.0,75.0,3,1125,8
2708,4,2.0,2.0,2.0,175.0,5,1125,1
4892,2,0.0,1.0,1.0,60.0,3,1125,5
4207,2,1.0,1.5,1.0,59.0,5,14,4
3376,2,0.0,1.0,1.0,85.0,6,15,106
1242,2,1.0,1.0,1.0,72.0,2,1125,12
1060,4,2.0,1.0,2.0,80.0,14,30,0
1529,5,2.0,1.0,3.0,74.0,6,1125,33
2700,4,1.0,1.0,2.0,75.0,20,60,17
5521,3,1.0,1.0,1.0,40.0,7,1125,0
733,3,0.0,1.0,0.0,80.0,4,1125,17
456,4,1.0,1.0,2.0,120.0,4,60,152
32,5,1.0,2.0,3.0,120.0,2,90,500
612,4,2.0,1.0,3.0,100.0,3,60,0
3013,2,0.0,1.0,1.0,75.0,2,1125,25
6567,2,2.0,1.0,1.0,275.0,5,30,13
1004,2,1.0,1.0,1.0,100.0,3,90,30
1652,2,1.0,1.0,1.0,60.0,3,30,14
4720,2,0.0,1.0,1.0,110.0,1,1125,45
1837,4,2.0,1.0,3.0,130.0,3,14,26
6407,3,1.0,1.0,2.0,80.0,4,1125,0
2846,2,1.0,1.0,0.0,180.0,90,365,7
7376,4,1.0,1.0,2.0,100.0,3,10,0
7644,4,1.0,1.0,2.0,110.0,4,8,2
5251,3,1.0,1.0,2.0,90.0,2,1125,0
1256,1,1.0,1.0,1.0,50.0,2,1125,17
1436,2,1.0,1.0,2.0,145.0,4,90,57
4529,2,0.0,1.5,1.0,65.0,4,8,0
2561,2,0.0,1.0,1.0,40.0,1,4,0
4028,2,0.0,1.0,1.0,70.0,5,1125,14
6348,2,1.0,1.0,1.0,70.0,31,306,12
6646,2,1.0,1.0,1.0,49.0,5,1125,10
6994,2,1.0,1.0,1.0,92.0,1,4,11
3657,2,1.0,1.0,1.0,79.0,3,1125,135
6906,4,1.0,1.0,2.0,55.0,15,1125,0
6579,4,2.0,1.5,2.0,145.0,4,90,36
5076,1,1.0,1.0,1.0,69.0,2,1125,163
4710,4,2.0,1.0,2.0,70.0,3,1125,67
3995,2,1.0,1.0,1.0,90.0,3,1125,0
1190,3,1.0,1.0,2.0,110.0,2,1125,1
4673,2,1.0,1.0,1.0,80.0,1,30,50
4882,2,1.0,1.0,1.0,90.0,2,20,11
6902,2,0.0,1.0,1.0,72.0,3,30,13
5904,2,1.0,1.0,1.0,70.0,2,1125,2
1564,4,1.0,1.0,1.0,130.0,2,1125,27
1030,6,3.0,1.0,3.0,220.0,6,90,25
6996,2,0.0,1.0,1.0,59.0,2,1125,50
1862,4,1.0,1.0,2.0,120.0,2,62,61
4115,2,1.0,1.0,1.0,60.0,4,1125,0
280,2,1.0,1.0,1.0,30.0,3,1125,26
4789,2,0.0,1.0,1.0,65.0,30,1125,62
788,1,1.0,1.0,1.0,120.0,4,21,2
1785,1,1.0,1.0,1.0,47.0,3,10,259
4835,2,0.0,1.0,1.0,95.0,3,1120,130
6037,2,1.0,1.0,1.0,55.0,2,1125,68
838,2,1.0,1.0,1.0,50.0,3,45,35
6929,2,0.0,1.0,1.0,45.0,2,1125,36
6224,3,1.0,1.0,1.0,75.0,3,1125,135
4819,2,1.0,1.0,1.0,300.0,3,1125,7
3981,6,2.0,1.0,0.0,290.0,3,360,38
6944,3,1.0,1.0,1.0,36.0,5,60,53
5172,3,1.0,1.0,2.0,82.0,3,14,27
4482,2,0.0,1.0,2.0,162.0,90,365,0
589,4,2.0,1.0,3.0,120.0,6,1125,49
128,5,2.0,1.0,2.0,105.0,5,14,20
7738,2,1.0,1.0,1.0,100.0,1,1125,11
600,2,0.0,1.0,1.0,70.0,7,1124,57
2037,6,3.0,2.0,3.0,180.0,5,14,4
3590,2,1.0,1.0,1.0,34.0,2,90,149
2476,4,2.0,1.0,2.0,75.0,5,1125,8
5278,2,0.0,1.0,1.0,80.0,2,14,2
6243,2,1.0,1.0,1.0,39.0,4,1125,31
5804,4,2.0,1.0,1.0,180.0,6,120,20
2695,2,1.0,1.0,1.0,89.0,2,1125,10
5167,2,0.0,1.0,0.0,70.0,2,1125,8
5775,2,1.0,1.0,1.0,70.0,1,1125,0
6487,3,1.0,1.0,1.0,130.0,91,1125,3
5313,2,0.0,1.0,1.0,50.0,2,1125,2
25,1,1.0,1.5,1.0,65.0,1,10,113
4899,4,1.0,1.0,0.0,85.0,3,90,73
7751,2,1.0,1.0,1.0,60.0,3,1125,0
7757,2,0.0,1.0,1.0,75.0,7,1125,0
3884,2,1.0,1.0,1.0,48.0,7,1125,15
6399,2,1.0,1.0,1.0,69.0,1,1125,17
3382,8,4.0,1.0,4.0,130.0,6,1125,5
3358,2,1.0,1.0,1.0,60.0,5,1125,16
729,4,2.0,1.0,2.0,95.0,3,180,85
794,1,1.0,1.0,1.0,70.0,5,500,112
6092,4,1.0,1.0,1.0,66.0,2,1125,0
932,2,1.0,1.0,1.0,155.0,30,1125,15
1890,6,2.0,1.0,5.0,210.0,30,1125,48
7784,4,1.0,1.0,2.0,129.0,2,365,54
7014,2,1.0,1.5,1.0,260.0,7,1125,3
6032,2,1.0,1.0,0.0,35.0,2,30,84
170,4,2.0,1.0,3.0,140.0,4,365,19
939,2,1.0,1.0,1.0,50.0,15,1125,8
6311,2,1.0,1.0,1.0,135.0,4,1125,25
6657,4,1.0,1.0,2.0,109.0,4,30,42
7346,2,1.0,1.0,1.0,50.0,2,1125,131
151,2,1.0,1.0,1.0,99.0,2,365,206
6104,2,1.0,1.0,1.0,80.0,1,1125,0
1784,3,1.0,1.0,1.0,43.0,4,17,4
7062,4,1.0,1.0,1.0,90.0,3,15,223
3661,4,1.0,1.0,2.0,70.0,60,1125,46
4376,4,2.0,1.0,2.0,75.0,3,1125,135
3653,2,1.0,1.0,2.0,65.0,2,1125,33
5488,2,1.0,1.0,1.0,65.0,3,1125,20
4347,4,1.0,1.0,0.0,160.0,2,90,70
122,2,1.0,1.0,1.0,65.0,2,40,187
1838,4,1.0,1.0,3.0,97.0,5,31,47
7965,2,1.0,1.0,1.0,90.0,1,1125,0
656,2,1.0,1.0,1.0,63.0,4,30,38
4149,2,0.0,1.0,1.0,130.0,3,1125,143
7295,2,3.0,1.0,2.0,150.0,1,1125,0
7049,2,0.0,1.0,2.0,84.0,2,1125,0
5047,4,2.0,1.0,3.0,100.0,4,60,0
7572,2,1.0,1.0,1.0,130.0,5,30,4
3851,8,3.0,2.0,4.0,580.0,2,365,48
5463,1,1.0,1.0,2.0,59.0,2,1125,47
4396,3,2.0,1.0,2.0,80.0,6,35,60
3522,2,1.0,1.0,0.0,70.0,91,366,0
7473,2,1.0,1.5,1.0,45.0,3,1125,1
1713,2,1.0,1.0,1.0,80.0,2,15,52
2817,4,2.0,1.5,2.0,185.0,3,90,275
4077,2,0.0,1.0,0.0,99.0,1,30,46
1603,2,1.0,1.0,1.0,55.0,2,1125,143
1104,4,1.0,1.0,1.0,150.0,2,21,0
3629,5,2.0,1.0,4.0,185.0,3,30,9
4487,2,0.0,1.0,1.0,60.0,4,95,1
1721,4,1.0,1.0,2.0,95.0,4,30,16
3921,6,3.0,2.0,3.0,350.0,2,1125,4
5412,2,1.0,1.0,1.0,59.0,3,75,6
1119,2,1.0,1.0,1.0,40.0,4,45,56
5330,2,0.0,1.0,1.0,80.0,2,1125,0
7573,4,1.0,1.0,2.0,65.0,4,14,0
7564,2,1.0,1.5,0.0,62.0,4,1125,116
6126,4,1.0,1.0,1.0,70.0,3,7,18
940,2,1.0,1.0,1.0,80.0,5,15,22
4732,8,3.0,2.5,8.0,1400.0,3,365,18
5243,4,1.0,1.0,1.0,95.0,5,1125,0
3104,2,1.0,1.0,2.0,65.0,3,1125,2
1660,2,1.0,1.0,1.0,100.0,6,270,18
2205,4,2.0,1.0,2.0,100.0,5,1125,0
6043,1,1.0,1.0,1.0,60.0,1,1125,0
3437,3,1.0,1.0,2.0,150.0,3,1124,51
7199,2,0.0,1.0,2.0,85.0,90,365,3
4108,4,1.0,1.0,2.0,130.0,3,9,32
3840,3,1.0,1.0,2.0,75.0,4,40,54
2359,3,1.0,1.0,2.0,70.0,20,30,4
2751,1,1.0,1.0,1.0,60.0,2,365,1
3818,2,1.0,1.0,1.0,70.0,2,1125,345
5682,2,1.0,1.0,1.0,135.0,5,1125,12
4817,2,0.0,1.0,1.0,60.0,5,1125,1
3324,2,1.0,1.0,2.0,169.0,2,19,41
127,2,1.0,1.0,1.0,103.0,4,31,90
4606,2,1.0,1.0,1.0,39.0,1,30,262
4562,6,3.0,2.0,4.0,259.0,3,1125,22
158,2,1.0,1.0,1.0,85.0,5,70,46
6945,2,1.0,1.0,1.0,70.0,3,31,153
4792,3,2.0,1.0,2.0,69.0,3,1123,37
5436,5,2.0,1.5,3.0,313.0,1,30,28
3325,2,1.0,1.0,1.0,45.0,2,50,31
6468,6,3.0,1.5,5.0,99.0,5,21,9
7462,6,3.0,1.0,3.0,137.0,3,21,21
6226,4,1.0,1.0,2.0,100.0,7,28,0
6365,2,1.0,1.0,1.0,100.0,6,1000,19
6019,4,2.0,1.0,3.0,120.0,3,1125,4
4794,4,1.0,1.0,2.0,90.0,2,1125,36
2711,3,1.0,1.0,2.0,70.0,4,1125,2
4667,4,2.0,1.0,2.0,195.0,91,1125,30
6612,2,1.0,1.0,1.0,70.0,1,1125,0
3126,4,1.0,1.0,1.0,110.0,3,12,46
1278,4,2.0,1.0,3.0,98.0,6,30,13
2021,4,2.0,1.0,2.0,165.0,3,90,185
7808,4,1.0,1.0,2.0,100.0,4,1125,2
1318,4,1.0,1.0,2.0,65.0,2,10,0
6803,3,1.0,1.0,2.0,95.0,5,60,83
5019,2,1.0,1.0,1.0,95.0,2,1125,0
5934,4,2.0,1.0,2.0,120.0,2,1125,31
5311,2,1.0,1.0,0.0,45.0,1,10,44
2145,4,1.0,1.0,2.0,190.0,45,365,0
4049,3,1.0,1.0,3.0,85.0,5,90,51
4349,4,0.0,3.5,2.0,80.0,3,60,6
1617,4,1.0,1.0,1.0,100.0,2,25,98
4901,3,1.0,1.0,1.0,95.0,2,1125,37
1534,6,3.0,2.0,4.0,200.0,5,30,4
6539,6,3.0,1.0,4.0,190.0,5,27,24
3622,4,2.0,1.0,2.0,80.0,2,15,1
5783,2,1.0,1.0,1.0,80.0,3,7,17
2929,4,1.0,1.0,2.0,100.0,1,1125,6
6661,6,2.0,1.0,3.0,149.0,1,1125,3
7106,2,1.0,1.0,1.0,72.0,3,1125,21
6590,5,2.0,2.0,3.0,90.0,5,30,10
105,2,1.0,1.0,1.0,110.0,30,305,109
7714,2,0.0,1.0,1.0,70.0,2,1125,27
6568,4,2.0,1.0,2.0,60.0,3,25,0
1964,3,0.0,1.0,2.0,90.0,2,31,440
7173,2,0.0,1.0,1.0,90.0,3,7,93
4844,4,1.0,1.0,0.0,103.0,30,1125,20
5824,2,0.0,0.5,1.0,60.0,2,1125,23
880,3,1.0,1.0,2.0,170.0,30,305,28
1797,2,1.0,1.0,1.0,33.0,1,350,134
5335,2,1.0,1.0,1.0,83.0,2,4,4
559,3,1.0,1.0,2.0,62.0,4,20,45
6506,2,0.0,1.0,1.0,47.0,7,90,10
1733,3,2.0,1.0,2.0,100.0,2,120,24
3866,4,2.0,1.0,2.0,110.0,6,365,6
5083,2,1.0,1.0,1.0,75.0,2,1125,159
5371,6,2.0,1.0,3.0,99.0,2,1125,46
4713,4,1.0,1.0,1.0,65.0,2,1125,28
7881,3,0.0,1.0,2.0,128.0,91,1125,1
6130,2,1.0,1.0,1.0,650.0,1,1125,0
7340,2,1.0,1.0,1.0,145.0,3,1125,9
2788,3,2.0,1.0,2.0,100.0,7,14,0
688,2,1.0,1.0,1.0,80.0,3,9,5
5672,2,1.0,1.0,2.0,90.0,1,1125,1
3505,3,2.0,1.0,2.0,140.0,4,90,2
2269,1,1.0,0.5,1.0,33.0,45,1125,28
4459,4,1.0,1.0,2.0,115.0,3,1125,293
1858,4,1.0,1.5,2.0,125.0,3,365,41
417,5,3.0,2.0,5.0,250.0,2,30,25
6182,2,0.0,1.0,1.0,49.0,1,1125,0
7730,2,0.0,1.0,1.0,95.0,5,1125,0
4632,6,3.0,2.0,3.0,140.0,3,1125,22
2050,2,1.0,1.0,1.0,120.0,30,365,4
6896,2,1.0,1.0,1.0,50.0,2,28,46
3265,4,1.0,1.0,2.0,110.0,7,20,0
5615,4,1.0,1.0,2.0,65.0,6,1125,5
2030,4,2.0,1.0,3.0,150.0,12,30,5
4233,2,0.0,1.0,1.0,65.0,366,366,2
6920,1,0.0,1.0,1.0,50.0,2,1125,85
4362,2,1.0,1.0,1.0,55.0,4,31,33
7493,2,1.0,1.0,1.0,125.0,3,60,77
3345,8,2.0,2.0,4.0,140.0,3,120,101
7004,4,1.0,1.0,2.0,95.0,1,1125,0
4579,6,3.0,2.0,4.0,245.0,2,1125,48
7684,4,2.0,1.0,2.0,150.0,7,1125,56
5042,2,0.0,1.0,1.0,60.0,7,1125,33
974,3,1.0,1.0,2.0,50.0,2,1125,2
6212,4,2.0,1.0,3.0,150.0,4,1125,10
1093,5,1.0,1.0,3.0,85.0,1,1125,229
2520,4,2.0,1.0,3.0,75.0,3,28,85
1337,2,0.0,1.0,1.0,55.0,7,40,84
3247,2,1.0,1.0,1.0,18.0,3,16,0
4965,2,0.0,1.0,1.0,65.0,3,30,48
4353,4,1.0,1.0,3.0,499.0,2,1125,96
1807,6,2.0,2.0,3.0,330.0,30,1125,81
3405,2,1.0,1.0,1.0,68.0,1,1125,8
1290,4,1.0,1.0,2.0,76.0,30,365,0
5618,2,0.0,1.0,0.0,49.0,2,1125,51
6968,4,1.0,1.0,1.0,150.0,7,90,30
210,4,1.0,1.0,2.0,50.0,1,730,90
3411,2,1.0,1.0,1.0,60.0,4,1125,3
51,2,1.0,1.0,1.0,900.0,3,730,0
3375,4,1.0,1.0,2.0,145.0,4,30,145
3162,6,2.0,1.0,3.0,260.0,91,1125,29
651,5,2.0,1.0,1.0,70.0,360,365,8
3521,4,0.0,1.0,2.0,54.0,91,366,3
7204,2,1.0,1.0,1.0,60.0,15,1125,2
4777,1,1.0,1.0,0.0,44.0,2,1125,32
5212,2,1.0,1.0,1.0,60.0,1,1125,0
3798,5,2.0,1.0,3.0,70.0,7,50,0
7366,4,2.0,1.0,2.0,200.0,1,1125,0
5086,5,2.0,1.0,3.0,93.0,5,20,15
540,2,1.0,1.0,1.0,65.0,3,1125,0
7604,2,1.0,1.0,1.0,50.0,1,1125,0
3710,2,1.0,1.0,2.0,70.0,2,1125,142
2965,2,1.0,1.0,1.0,80.0,5,365,124
6042,2,0.0,1.0,1.0,55.0,3,15,0
2634,2,1.0,1.0,1.0,72.0,4,30,5
1639,4,1.0,1.0,3.0,50.0,4,14,3
3231,7,3.0,2.0,7.0,200.0,4,1125,104
5866,4,2.0,1.0,3.0,90.0,2,1125,46
2330,2,1.0,1.0,2.0,50.0,10,1125,15
412,4,2.0,3.0,2.0,1000.0,365,365,0
6157,2,1.0,1.5,1.0,195.0,7,1125,0
3201,10,2.0,2.5,7.0,122.0,3,8,191
5911,2,0.0,1.0,1.0,38.0,2,1125,7
4656,2,1.0,1.0,1.0,57.0,3,8,82
7922,2,1.0,1.0,1.0,55.0,4,1125,8
2426,4,2.0,1.0,3.0,97.0,7,21,13
320,4,2.0,1.0,2.0,150.0,120,270,1
803,6,2.0,1.0,3.0,99.0,3,1125,23
4221,2,0.0,1.0,1.0,5000.0,5,1125,2
3513,2,1.0,1.0,2.0,95.0,5,1124,10
1671,7,4.0,2.0,5.0,285.0,4,1125,45
7093,2,2.0,1.0,2.0,120.0,3,1125,16
6828,2,1.0,1.0,1.0,49.0,6,1125,32
5054,3,1.0,1.0,1.0,63.0,3,15,12
24,3,2.0,1.0,2.0,110.0,2,15,3
6496,2,1.0,1.0,1.0,120.0,2,1125,96
5155,2,1.0,1.0,1.0,70.0,2,15,27
3261,2,0.0,1.0,1.0,135.0,2,30,201
5748,4,2.0,2.0,2.0,90.0,1,1125,1
1816,2,1.0,1.0,1.0,95.0,2,25,391
4746,4,1.0,1.0,2.0,35.0,5,1125,0
708,4,1.0,1.0,2.0,139.0,3,100,45
3039,6,2.0,1.0,2.0,159.0,1,20,171
2733,4,2.0,1.0,2.0,225.0,2,1125,39
607,1,1.0,1.0,1.0,40.0,3,365,0
5576,4,2.0,1.0,3.0,230.0,91,1125,1
1016,4,1.0,1.0,2.0,90.0,5,30,8
3614,2,1.0,1.0,1.0,45.0,1,1125,1
7719,2,0.0,1.0,1.0,48.0,7,14,10
1626,6,3.0,1.0,4.0,250.0,4,365,53
6227,5,1.0,1.0,3.0,123.0,3,31,152
4604,2,1.0,1.0,1.0,135.0,1,25,25
2898,6,3.0,1.0,5.0,115.0,4,21,2
2783,2,1.0,1.0,1.0,95.0,3,1125,14
6634,3,1.0,1.0,0.0,85.0,4,14,51
4203,2,1.0,1.0,1.0,50.0,2,30,57
1954,2,1.0,1.0,1.0,85.0,3,1125,17
4506,5,3.0,1.5,4.0,185.0,2,1125,56
6658,2,1.0,1.0,1.0,44.0,2,15,31
3075,4,1.0,1.0,2.0,70.0,3,1125,29
6220,3,1.0,1.0,2.0,60.0,1,1125,3
7713,3,1.0,1.0,2.0,50.0,1,1125,90
102,4,1.0,1.0,3.0,175.0,2,25,28
3870,2,1.0,1.0,1.0,65.0,4,20,53
3271,6,2.0,2.0,3.0,275.0,91,1125,21
477,6,3.0,2.0,6.0,218.0,6,21,1
3512,6,2.0,1.0,3.0,200.0,3,30,95
2007,2,1.0,1.0,1.0,110.0,3,1125,181
4462,2,1.0,1.0,1.0,70.0,2,30,3
643,2,1.0,1.0,1.0,125.0,3,1125,25
6302,2,1.0,1.0,1.0,165.0,5,30,40
7033,2,1.0,1.0,1.0,125.0,3,15,61
3689,4,3.0,1.0,3.0,140.0,4,20,2
433,3,2.0,1.0,1.0,300.0,4,10,4
678,4,1.0,1.0,2.0,105.0,2,30,74
5433,2,1.0,1.0,1.0,60.0,2,1125,61
5461,2,1.0,1.0,1.0,65.0,3,15,43
6667,4,1.0,1.0,2.0,100.0,1,1125,0
360,5,2.0,1.0,3.0,80.0,4,30,47
3790,2,1.0,1.0,1.0,122.0,28,365,12
7402,3,1.0,1.0,1.0,97.0,9,15,20
2588,4,1.0,1.0,2.0,90.0,3,1125,54
4693,2,1.0,1.0,1.0,89.0,3,1125,4
973,4,1.0,1.0,2.0,60.0,2,1125,26
5262,2,2.0,1.0,2.0,57.0,2,4,42
7926,4,1.0,1.0,2.0,80.0,6,1125,89
6225,4,1.0,1.0,2.0,150.0,3,365,8
6802,3,1.0,1.0,2.0,95.0,7,15,26
3901,5,3.0,1.5,5.0,250.0,1,1125,0
37,2,1.0,1.0,1.0,120.0,6,12,69
7928,2,1.0,1.0,1.0,80.0,3,1125,5
6006,6,3.0,2.0,3.0,80.0,3,1125,0
3632,3,1.0,1.0,0.0,58.0,7,365,16
2490,1,0.0,1.0,1.0,50.0,2,1125,36
675,6,3.0,2.0,3.0,320.0,6,30,35
7780,5,2.0,1.0,2.0,200.0,2,1125,80
5891,2,1.0,1.0,1.0,42.0,25,1125,1
2782,6,4.0,2.5,4.0,270.0,3,365,38
3396,2,1.0,1.0,1.0,75.0,5,28,45
6486,2,1.0,1.0,2.0,65.0,30,1125,13
6997,2,0.0,1.0,0.0,75.0,3,7,293
3890,4,1.0,1.0,2.0,100.0,2,1125,0
4527,4,1.0,1.0,2.0,72.0,2,1125,44
882,2,1.0,1.0,4.0,120.0,3,1125,52
546,2,1.0,1.0,1.0,75.0,4,120,2
6270,2,1.0,1.0,1.0,35.0,10,60,7
1160,5,3.0,1.0,3.0,150.0,7,14,0
5574,5,4.0,1.0,4.0,180.0,7,90,0
1590,4,1.0,1.0,2.0,140.0,4,365,11
4984,2,1.0,1.0,1.0,70.0,3,1125,91
6287,2,1.0,1.0,1.0,55.0,7,120,2
329,2,1.0,1.0,1.0,179.0,2,20,34
3682,3,1.0,1.0,1.0,79.0,100,1125,24
6966,7,1.0,1.0,4.0,165.0,1,1125,69
1877,6,3.0,3.0,4.0,1500.0,3,31,41
4779,2,1.0,1.0,1.0,130.0,2,25,10
6739,3,2.0,1.0,2.0,220.0,1,1125,217
6624,3,1.0,1.0,2.0,50.0,2,20,6
6887,2,0.0,1.0,1.0,65.0,4,4,0
2759,4,1.0,1.0,3.0,152.0,30,1125,10
2707,4,1.0,1.0,1.0,140.0,5,1125,39
3018,2,1.0,1.0,1.0,105.0,8,1125,25
6000,4,1.0,1.0,2.0,85.0,7,365,0
4598,2,1.0,1.0,2.0,60.0,3,1125,67
4377,2,2.0,1.0,1.0,65.0,3,1125,15
7558,2,0.0,1.0,1.0,90.0,2,3,0
5955,2,1.0,5.0,1.0,120.0,1,1125,0
501,2,1.0,1.0,1.0,60.0,2,45,19
2835,6,3.0,2.0,4.0,449.0,3,1125,19
5273,2,0.0,1.0,1.0,60.0,2,1125,13
1488,2,1.0,1.0,1.0,200.0,4,22,36
756,2,1.0,1.0,1.0,53.0,1,1125,0
919,2,1.0,1.0,1.0,65.0,4,18,4
7365,1,0.0,1.0,1.0,45.0,3,1125,30
3551,2,1.0,1.0,1.0,56.0,20,1125,0
3394,4,2.0,2.0,3.0,84.0,2,6,0
1716,2,1.0,1.0,1.0,53.0,3,1125,178
3384,2,1.0,1.0,1.0,89.0,3,20,46
5717,2,1.0,1.0,1.0,75.0,2,1125,68
2685,3,2.0,1.0,2.0,160.0,3,1125,3
3093,2,1.0,1.0,1.0,90.0,2,15,19
889,2,1.0,1.0,1.0,80.0,2,7,122
